# emapper version: emapper-1.0.3-35-g63c274b emapper DB: 2.0
# command: ./emapper.py  --cpu 10 -i /data/shared/emapper_jobs/user_data/MM_ifxm4k1y/query_seqs.fa --output query_seqs.fa --output_dir /data/shared/emapper_jobs/user_data/MM_ifxm4k1y -m diamond -d none --tax_scope auto --go_evidence non-electronic --target_orthologs all --seed_ortholog_evalue 0.001 --seed_ortholog_score 60 --query-cover 20 --subject-cover 0 --override --temp_dir /data/shared/emapper_jobs/user_data/MM_ifxm4k1y
# time: Sun Aug 11 01:39:14 2019
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
NODE_1_length_3313439_11	220668.lp_2197	1.4e-259	901.7	Lactobacillaceae	murD		6.3.2.9	ko:K01925	ko00471,ko00550,ko01100,map00471,map00550,map01100		R02783	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011				Bacteria	1TQ3P@1239,3F49W@33958,4HA5P@91061,COG0771@1,COG0771@2	NA|NA|NA	M	Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA)
NODE_1_length_3313439_12	220668.lp_2196	2.6e-197	694.5	Lactobacillaceae	murG	GO:0000270,GO:0003674,GO:0003824,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008194,GO:0008375,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016740,GO:0016757,GO:0016758,GO:0030203,GO:0034645,GO:0040007,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0050511,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	2.4.1.227,6.3.2.8	ko:K01924,ko:K02563	ko00471,ko00550,ko01100,ko01502,ko04112,map00471,map00550,map01100,map01502,map04112		R03193,R05032,R05662	RC00005,RC00049,RC00064,RC00141	ko00000,ko00001,ko01000,ko01011		GT28	iLJ478.TM0232,iSFV_1184.SFV_0083,iSF_1195.SF0087,iSFxv_1172.SFxv_0091,iS_1188.S0089	Bacteria	1TQFT@1239,3F4FW@33958,4HBAQ@91061,COG0707@1,COG0707@2	NA|NA|NA	M	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II)
NODE_1_length_3313439_13	220668.lp_2195	9.9e-163	579.3	Lactobacillaceae	divIB			ko:K03589	ko04112,map04112				ko00000,ko00001,ko03036				Bacteria	1V6V5@1239,3F406@33958,4HDFD@91061,COG1589@1,COG1589@2	NA|NA|NA	D	Cell division protein that may be involved in stabilizing or promoting the assembly of the division complex
NODE_1_length_3313439_14	220668.lp_2194	9.3e-245	852.4	Lactobacillaceae	ftsA	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0009898,GO:0009987,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032153,GO:0044425,GO:0044459,GO:0044464,GO:0051301,GO:0071944,GO:0098552,GO:0098562		ko:K03590	ko04112,map04112				ko00000,ko00001,ko03036,ko04812				Bacteria	1TP1Z@1239,3F413@33958,4H9NF@91061,COG0849@1,COG0849@2	NA|NA|NA	D	Cell division protein that is involved in the assembly of the Z ring. May serve as a membrane anchor for the Z ring
NODE_1_length_3313439_15	220668.lp_2193	2.3e-229	801.2	Lactobacillaceae	ftsZ	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0030428,GO:0032153,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0044424,GO:0044464,GO:0051301,GO:0097159,GO:0097367,GO:1901265,GO:1901363		ko:K03531	ko04112,map04112				ko00000,ko00001,ko02048,ko03036,ko04812				Bacteria	1TP6W@1239,3F4V1@33958,4H9WZ@91061,COG0206@1,COG0206@2	NA|NA|NA	D	Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity
NODE_1_length_3313439_16	220668.lp_2192	5.6e-71	273.5	Lactobacillaceae	sepF	GO:0000910,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0007049,GO:0008150,GO:0009987,GO:0016020,GO:0016043,GO:0022402,GO:0022607,GO:0032506,GO:0042802,GO:0044085,GO:0044464,GO:0051301,GO:0071840,GO:0071944,GO:0090529		ko:K09772					ko00000,ko03036				Bacteria	1VER3@1239,3F7MQ@33958,4HKIC@91061,COG1799@1,COG1799@2	NA|NA|NA	D	Cell division protein that is part of the divisome complex and is recruited early to the Z-ring. Probably stimulates Z-ring formation, perhaps through the cross-linking of FtsZ protofilaments. Its function overlaps with FtsA
NODE_1_length_3313439_17	220668.lp_2191	4.6e-36	156.8	Lactobacillaceae	yggT	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944		ko:K02221					ko00000,ko02044				Bacteria	1VEKA@1239,3F843@33958,4HNJR@91061,COG0762@1,COG0762@2	NA|NA|NA	S	YGGT family
NODE_1_length_3313439_18	220668.lp_2190	2.6e-146	524.6	Lactobacillaceae	ylmH			ko:K02487,ko:K06596	ko02020,ko02025,map02020,map02025	M00507			ko00000,ko00001,ko00002,ko01001,ko02022,ko02035				Bacteria	1U5V2@1239,3F48W@33958,4HD3F@91061,COG2302@1,COG2302@2	NA|NA|NA	S	S4 domain protein
NODE_1_length_3313439_19	220668.lp_2189	2e-86	325.5	Lactobacillaceae	divIVA			ko:K04074					ko00000,ko03036				Bacteria	1V27M@1239,3F4IN@33958,4HG80@91061,COG3599@1,COG3599@2	NA|NA|NA	D	DivIVA domain protein
NODE_1_length_3313439_20	220668.lp_2187	0.0	1901.3	Lactobacillaceae	ileS	GO:0003674,GO:0003824,GO:0004812,GO:0004822,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006428,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.5	ko:K01870	ko00970,map00970	M00359,M00360	R03656	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016			iG2583_1286.G2583_0027,iPC815.YPO0475	Bacteria	1TPS7@1239,3F3X4@33958,4HAWB@91061,COG0060@1,COG0060@2	NA|NA|NA	J	amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile)
NODE_1_length_3313439_21	220668.lp_2185	1.8e-189	668.3	Lactobacillaceae	dapF	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008837,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016853,GO:0016854,GO:0016855,GO:0019752,GO:0036361,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0047661,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	5.1.1.7	ko:K01778	ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00527	R02735	RC00302	ko00000,ko00001,ko00002,ko01000				Bacteria	1TPMN@1239,3F4F7@33958,4HBH4@91061,COG0253@1,COG0253@2	NA|NA|NA	E	Catalyzes the stereoinversion of LL-2,6- diaminoheptanedioate (L,L-DAP) to meso-diaminoheptanedioate (meso- DAP), a precursor of L-lysine and an essential component of the bacterial peptidoglycan
NODE_1_length_3313439_22	220668.lp_2183	9.5e-95	352.8	Lactobacillaceae	nudF		3.6.1.13	ko:K01515	ko00230,map00230		R01054	RC00002	ko00000,ko00001,ko01000			iHN637.CLJU_RS05505,iSB619.SA_RS07540,iYO844.BSU23610	Bacteria	1V6F5@1239,3F53J@33958,4HII9@91061,COG0494@1,COG0494@2	NA|NA|NA	L	ADP-ribose pyrophosphatase
NODE_1_length_3313439_23	220668.lp_2182	1.4e-29	135.2	Lactobacillaceae													Bacteria	1U6XV@1239,2DKSR@1,30AP7@2,3F8PI@33958,4IGS4@91061	NA|NA|NA		
NODE_1_length_3313439_24	220668.lp_2181	3e-122	444.5	Lactobacillaceae	mtnN		3.2.2.9	ko:K01243	ko00270,ko01100,ko01230,map00270,map01100,map01230	M00034,M00609	R00194,R01401	RC00063,RC00318	ko00000,ko00001,ko00002,ko01000				Bacteria	1U7WK@1239,3F4HE@33958,4HB8K@91061,COG0775@1,COG0775@2	NA|NA|NA	E	Catalyzes the irreversible cleavage of the glycosidic bond in both 5'-methylthioadenosine (MTA) and S- adenosylhomocysteine (SAH AdoHcy) to adenine and the corresponding thioribose, 5'-methylthioribose and S-ribosylhomocysteine, respectively
NODE_1_length_3313439_25	220668.lp_2180	3.5e-216	757.3	Lactobacillaceae	iscS		2.8.1.7	ko:K04487	ko00730,ko01100,ko04122,map00730,map01100,map04122		R07460,R11528,R11529	RC01789,RC02313	ko00000,ko00001,ko01000,ko02048,ko03016,ko03029				Bacteria	1TP21@1239,3F3RF@33958,4HA6H@91061,COG1104@1,COG1104@2	NA|NA|NA	E	Aminotransferase class V
NODE_1_length_3313439_26	220668.lp_2179	5.3e-56	223.4	Lactobacillaceae	XK27_04120												Bacteria	1VDSF@1239,2DHWG@1,32U9W@2,3F7E3@33958,4HP9N@91061	NA|NA|NA	S	Putative amino acid metabolism
NODE_1_length_3313439_27	220668.lp_2178	1.5e-224	785.0	Lactobacillaceae	mnmA	GO:0001510,GO:0002097,GO:0002098,GO:0002143,GO:0003674,GO:0003824,GO:0004808,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016741,GO:0016782,GO:0016783,GO:0030488,GO:0032259,GO:0034227,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360	2.8.1.13	ko:K00566	ko04122,map04122		R08700	RC02313,RC02315	ko00000,ko00001,ko01000,ko03016				Bacteria	1TPIZ@1239,3F4N5@33958,4HBJ6@91061,COG0482@1,COG0482@2	NA|NA|NA	J	Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34
NODE_1_length_3313439_28	220668.lp_2177	2.2e-241	841.3	Lactobacillaceae	ktrB			ko:K03498					ko00000,ko02000	2.A.38.1,2.A.38.4			Bacteria	1TQ4S@1239,3F5BE@33958,4H9ME@91061,COG0168@1,COG0168@2	NA|NA|NA	P	Potassium uptake protein
NODE_1_length_3313439_29	220668.lp_2176	4.4e-115	420.6	Lactobacillaceae	ktrA			ko:K03499					ko00000,ko02000	2.A.38.1,2.A.38.4			Bacteria	1TQ9H@1239,3F5G0@33958,4HBPH@91061,COG0569@1,COG0569@2	NA|NA|NA	P	domain protein
NODE_1_length_3313439_30	220668.lp_2175	5.1e-120	437.2	Lactobacillaceae													Bacteria	1W54S@1239,3F5H0@33958,4IF30@91061,COG5492@1,COG5492@2	NA|NA|NA	N	WxL domain surface cell wall-binding
NODE_1_length_3313439_31	220668.lp_2174	2.8e-193	681.0	Lactobacillaceae													Bacteria	1VFEV@1239,3F470@33958,4HPF3@91061,COG4072@1,COG4072@2	NA|NA|NA	S	Bacterial protein of unknown function (DUF916)
NODE_1_length_3313439_32	220668.lp_2173	8.4e-268	929.1	Lactobacillaceae													Bacteria	1U5AN@1239,3F5E8@33958,4IF23@91061,COG5492@1,COG5492@2	NA|NA|NA	N	domain, Protein
NODE_1_length_3313439_33	220668.lp_2170	4.2e-121	440.7	Lactobacillaceae	pgm6		5.4.2.11,5.4.2.12	ko:K01834,ko:K15634	ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko05230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map05230	M00001,M00002,M00003	R01518	RC00536	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147				Bacteria	1V6ES@1239,3F3U3@33958,4HGZI@91061,COG0406@1,COG0406@2	NA|NA|NA	G	phosphoglycerate mutase
NODE_1_length_3313439_34	220668.lp_2169	6.1e-120	436.8	Lactobacillaceae													Bacteria	1VFGR@1239,3F4MD@33958,4IBSH@91061,COG0457@1,COG0457@2	NA|NA|NA	S	Repeat protein
NODE_1_length_3313439_35	220668.lp_2168	0.0	1637.9	Lactobacillaceae	recD2		3.1.11.5	ko:K03581	ko03440,map03440				ko00000,ko00001,ko01000,ko03400				Bacteria	1TPZH@1239,3F44X@33958,4HATQ@91061,COG0507@1,COG0507@2	NA|NA|NA	L	DNA-dependent ATPase and ATP-dependent 5'-3' DNA helicase. Has no activity on blunt DNA or DNA with 3'-overhangs, requires at least 10 bases of 5'-ssDNA for helicase activity
NODE_1_length_3313439_36	220668.lp_2166	7.5e-172	609.8	Lactobacillaceae	prs		2.7.6.1	ko:K00948	ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230	M00005	R01049	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000			iAF987.Gmet_2848	Bacteria	1TQ6Q@1239,3FCBW@33958,4HV42@91061,COG0462@1,COG0462@2	NA|NA|NA	F	Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)
NODE_1_length_3313439_37	220668.lp_2162	1.7e-106	393.3	Lactobacillaceae	mltD			ko:K08307,ko:K12204,ko:K19224,ko:K21471					ko00000,ko01000,ko01002,ko01011,ko02044	3.A.7.10.1,3.A.7.9.1	CBM50		Bacteria	1VG0Z@1239,3F50V@33958,4HBE9@91061,COG0791@1,COG0791@2,COG1388@1,COG1388@2	NA|NA|NA	M	NlpC P60 family protein
NODE_1_length_3313439_38	220668.lp_2160	1.3e-28	131.7	Lactobacillaceae													Bacteria	1U6IE@1239,29PG6@1,30ADU@2,3F7Z6@33958,4IGAR@91061	NA|NA|NA		
NODE_1_length_3313439_39	220668.lp_2159	4.4e-188	663.7	Lactobacillaceae	ytlR		2.7.1.91	ko:K04718	ko00600,ko01100,ko04020,ko04071,ko04072,ko04370,ko04371,ko04666,ko05152,map00600,map01100,map04020,map04071,map04072,map04370,map04371,map04666,map05152	M00100	R01926,R02976	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000				Bacteria	1V7DZ@1239,3F5GQ@33958,4HBUD@91061,COG1597@1,COG1597@2	NA|NA|NA	I	Diacylglycerol kinase catalytic domain
NODE_1_length_3313439_40	220668.lp_2158	0.0	1106.7	Lactobacillaceae	rnjA	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004527,GO:0004532,GO:0004534,GO:0004540,GO:0005488,GO:0005515,GO:0006139,GO:0006364,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008409,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016072,GO:0016787,GO:0016788,GO:0016796,GO:0016896,GO:0022613,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042802,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0090503,GO:0140098,GO:1901360		ko:K12574	ko03018,map03018				ko00000,ko00001,ko01000,ko03019				Bacteria	1TQ9G@1239,3F3TT@33958,4HAAP@91061,COG0595@1,COG0595@2	NA|NA|NA	J	An RNase that has 5'-3' exonuclease and possibly endonuclease activity. Involved in maturation of rRNA and in some organisms also mRNA maturation and or decay
NODE_1_length_3313439_41	220668.lp_2157	5.3e-33	146.4	Lactobacillaceae	ykzG												Bacteria	1VEI7@1239,3F807@33958,4HNSK@91061,COG5503@1,COG5503@2	NA|NA|NA	S	Belongs to the UPF0356 family
NODE_1_length_3313439_42	220668.lp_2156	2.8e-85	321.2	Lactobacillaceae													Bacteria	1VQPI@1239,2C389@1,2ZQCN@2,3F79N@33958,4I0G9@91061	NA|NA|NA		
NODE_1_length_3313439_43	220668.lp_2155	1.8e-101	375.2	Lactobacillaceae	def	GO:0003674,GO:0003824,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016810,GO:0016811,GO:0018193,GO:0018206,GO:0019538,GO:0031365,GO:0036211,GO:0042586,GO:0043170,GO:0043412,GO:0043686,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:1901564	3.5.1.31,3.5.1.88	ko:K01450,ko:K01462	ko00270,ko00630,map00270,map00630		R00653	RC00165,RC00323	ko00000,ko00001,ko01000				Bacteria	1V70B@1239,3F3YH@33958,4HH0G@91061,COG0242@1,COG0242@2	NA|NA|NA	J	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions
